title,pageid,length,
Index_of_robotics_articles,7119987,37079,
Accident_analysis,7161451,7136,
Weak_symbol,7177568,11509,
Peter_Eastman_(software_engineer),7265433,1320,
Online_judge,7289814,2435,
Stovepipe_(organisation),7303173,3041,
Kinetic_Rule_Language,7303776,12326,
G95,7343223,2550,
Spreading_activation,7347241,7923,
Turbo_C_Sharp,7348153,876,
Computer_programming_in_the_punched_card_era,7380371,8160,
Performance_Application_Programming_Interface,7390213,2214,
ObjectVision,7408734,1337,
EusLisp_Robot_Programming_Language,7416368,1101,
Message_broker,7423668,4105,
Wormwood_(computer_virus),7438721,357,
Conversational_state_(Java_EE),7442176,1632,
Vax_Common_Lisp,7460291,1421,
Differentiated_service,7514065,2612,
Compilation_error,7528730,4274,
Programming_Challenges_(book),7559996,606,
Hacker's_Delight,7560055,3257,
Lazy_loading,7598292,3409,
Why–because_analysis,7599422,3421,
CSLU_Toolkit,7601778,656,
CookXml,7644547,6325,
Inner-platform_effect,7727159,5118,
Loop-switch_sequence,7728641,3375,
Nested_quotation,7732659,4867,
Stride_scheduling,7755182,1759,
Master–detail_interface,7793818,2243,
Intermittent_fault,7818294,6014,
QF-Test,7820240,4816,
Mark_Nemenman,7830073,1924,
Linux_Trace_Toolkit,7830900,3670,
Framebuffer_object,7841326,2694,
Bozo_bit,7855921,4435,
Zipper_(data_structure),7872003,10824,
Windows_software_trace_preprocessor,7893653,9305,
Java_concurrency,7901943,12822,
William_A._Stein,7920662,1970,
Bounded_pointer,7937472,1340,
Focus_stealing,7957557,4923,
Event_(computing),7962417,11136,
Coding_conventions,7969681,19533,
Grayed_out,7979471,1738,
The_Design_of_an_Optimizing_Compiler,8015709,1609,
Even–odd_rule,8033388,2218,
JSGF,8074094,1137,
Type_punning,8077294,12158,
LED_(editor),8104103,575,
Java_OpenAL,8118716,1548,
Sigar_(software),8253497,895,
Alex_St._John,8276712,2807,
Source-code_annotation,8282270,400,
Adaptive_algorithm,8286430,2597,
Configware/Software-Co-Compilation,8296890,2051,
PTK_Toolkit,8366447,2132,
SmartQVT,8451629,1829,
Dispose_pattern,8456259,15679,
Range_(computer_programming),8508082,2640,
STklos,8515749,1884,
Chez_Scheme,8516055,3291,
Larceny_(Scheme_implementation),8527916,2599,
Warnock_algorithm,8545410,2413,
Performance_prediction,8568030,2886,
Comment_(computer_programming),8592308,46423,
EasyLanguage,8648665,2501,
Rule_of_three_(C++_programming),8715728,7185,
Tracing_(software),8752187,7282,
One-pass_algorithm,8756788,2245,
Exploratory_programming,8766693,1958,
Java_performance,8786357,48425,
Accredited_Symbian_Developer,8844641,2208,
Fluent_interface,8862166,22577,
Programming_by_example,8880387,2279,
Nexus_(standard),8901049,6107,
Programming_by_demonstration,8912956,8776,
Debug_symbol,8920327,5166,
SourceKibitzer,8951942,1051,
Null_object_pattern,8973686,21084,
Partitioned_global_address_space,9000089,3064,
Conference_room_pilot,9002006,2337,
Gofer_(programming_language),9019708,1388,
Circle-ellipse_problem,9022379,20508,
Presenter_first_(software_approach),9032156,5215,
Compatibility_testing,9113053,825,
Jamie_Fenton,9138514,1981,
David_Yang_(entrepreneur),9215136,4254,
GluonJ,9225759,3091,
Happy_path,9336966,1675,
Phantom_reference,9340521,2471,
Danny_Lange,9351730,10241,
Zero_one_infinity_rule,9465910,2218,
Poshlib,9491290,1802,
OLE_DB_for_OLAP,9549317,2085,
Turkish_Informatics_Olympiad,9557022,2241,
Lisp_in_Small_Pieces,9576801,2605,
Michael_Kölling,9654170,7306,
RARS,9750678,1642,
Oxbow_code,9758970,1627,
Unreferenced_variable,9758975,1125,
HAtom,9793610,1394,
Cedar_(programming_language),9857086,158,
CssQuery,9872479,1939,
Pointer_aliasing,9921347,4494,
Gateway_(computer_program),9953336,678,
Lightweight_programming_language,10001714,679,
Process-oriented_programming,10043195,2834,
Direct.h,10111201,1502,
Dynamic_loading,10131591,18594,
Algorithm_engineering,10140499,8303,
Luke_Nosek,10169814,5311,
Memory_footprint,10193559,4440,
Semantic-oriented_programming,10237873,5450,
Lazy_inheritance,10344122,2491,
Algorithm_design,10433312,2741,
Clascal,10580097,1807,
CamelBones,10611409,998,
Hot_Soup_Processor,10735769,1955,
Colin_Simpson_(author),10774874,16468,
Trace_theory,10815131,1903,
Processor_array,10881039,939,
Zionts–Wallenius_method,10952814,861,
Branch_trace,11098435,3107,
Mtrace,11129674,5571,
Instrumentation_(computer_programming),11171531,4318,
Transient_(computer_programming),11271206,4781,
Enterprise_Integration_Patterns,11335534,5298,
John_Bridges_(software_developer),11351021,10490,
Table_Producing_Language,11394070,415,
Total_functional_programming,11599902,5972,
The_Daily_WTF,11670842,8360,
Narayanan_Shivakumar,11709254,1597,
Birger_Møller-Pedersen,11735557,1327,
Cyclic_executive,11866408,3375,
Technical_debt,11885652,15028,
Nondeterministic_programming,11898761,2508,
Bottleneck_(software),11912808,1919,
Ephemeron,11965881,7528,
Intel_Ct,11997249,2328,
HReview,12083024,1082,
Specification_pattern,12088522,12742,
Separation_of_mechanism_and_policy,12155645,9128,
Application_Lifecycle_Framework,12161750,1622,
Kepler_Engelbrecht,12201069,916,
Robot_Battle_(Macintosh_game),12240297,1795,
Ping-pong_scheme,12242679,3356,
Reactive_programming,12291165,28683,
Protected_procedure,12330336,1772,
Chris_Toshok,12336080,2828,
ACM_ICPC_Dhaka_Site,12381002,29878,
Intelligent_form,12409187,844,
Jonathan_Gay,12414889,17244,
Suril_Shah,12461899,5576,
Reactor_pattern,12501787,3702,
Vasm,12571913,2340,
Scientific_Vector_Language,12594048,1904,
Topfield_Application_Program,12641746,1196,
Naked_objects,12642257,12048,
Vala_(programming_language),12655903,10499,
Program_structure_tree,12656919,9605,
Rails_Rumble,12753690,918,
Developer_program,12774037,124,
Shawn_McKenzie,12775103,703,
Darwin_(programming_language),12794721,2608,
DataAdapter,13002240,2194,
DbExpress,13018749,1643,
Predeclared,13038601,3876,
Marlin_Eller,13058068,2366,
Broker_pattern,13119569,1062,
C/AL,13281075,2443,
Listing_(computer),13322729,2811,
Richard_Kilmer,13345651,3958,
Fat_comma,13382837,4585,
Hop_(software),13433106,4834,
Singly_rooted_hierarchy,13507170,1656,
Mangler_pattern,13585415,1505,
Amelioration_pattern,13612232,1124,
C_Sharp_syntax,13646669,87757,
Rewrite_(programming),13653181,5316,
Standalone_program,13721526,2891,
Jump-and-Walk_algorithm,13830115,3616,
Simon_Crosby,13873114,2652,
List_of_performance_analysis_tools,13898857,12134,
Constructed_product_result_analysis,13966892,1546,
JBPM,13983928,3569,
CPT_Corporation,14052985,11620,
Label_(computer_science),14124573,4225,
Jim_Hugunin,14202416,1680,
Trace_table,14264378,2394,
Comparison_of_programming_languages_(basic_instructions),14513019,141313,
Real-time_Programming_Language,14524293,1403,
Zardoz_(computer_security),14605789,2920,
Rialto_(programming),14606000,1505,
Holographic_algorithm,14609233,14423,
Runtime_Callable_Wrapper,14687744,1289,
Les_Trophées_du_Libre,14701147,5887,
Floyd's_triangle,14705292,2405,
Algorithms_+_Data_Structures_=_Programs,14706356,2041,
Syntactic_closure,14709444,668,
Prefix_header,14745134,3248,
Service-oriented_programming,14780172,22097,
Flake_(software),14828224,4280,
Wild_branch,14835240,1121,
Simon_Willison,14990331,4727,
The_Structure_and_Interpretation_of_the_Computer_Science_Curriculum,15038192,3414,
Syrian_Olympiad_in_Informatics,15198387,2334,
Rule_of_three_(computer_programming),15267164,2513,
Andrew_Troelsen,15331067,1757,
Fexpr,15399574,11338,
Bernard_Greenberg,15478029,3465,
Bitwise_IIT_Kharagpur,15535582,6966,
Library_of_Efficient_Data_types_and_Algorithms,15547417,1285,
Front_controller,15574400,9870,
Super-recursive_algorithm,15641067,19013,
Xft,15681978,2836,
Web_development_tools,15774107,7404,
Gridwars,15823556,7038,
Model–view–presenter,15972767,8483,
Scientific_programming_language,16093877,1274,
IOS_SDK,16176847,15665,
Signed_overpunch,16284001,1553,
PHP_syntax_and_semantics,16336976,18409,
Automata-based_programming_(Shalyto's_approach),16352023,18770,
Toad_Data_Modeler,16427921,4564,
Clojure,16561990,32755,
Model–view–adapter,16570597,5607,
Archivemount,16601298,1948,
TTCN-3,16604682,7119,
Sideband_computing,16695197,4754,
Hildon,16730890,6835,
Gold_(linker),16795018,4617,
Director_string,16820442,4141,
Proggy_programming_fonts,16894993,1841,
Dynamic_drive_overlay,16909624,1843,
Mark_Pelczarski,16918885,4803,
Extract_class,17139819,779,
Subject-oriented_programming,17190754,12070,
Filter_object,17326399,634,
WaveMaker,17332785,11934,
Benevolent_dictator_for_life,17402165,10752,
KXML,17509491,766,
Test_stub,17515602,3231,
Debugging_patterns,17555516,1298,
End-user_programming,17692480,70,
Margin_(machine_learning),17707632,773,
PV-Wave,17742923,1792,
Open_Agent_Architecture,17748770,702,
Clozure_CL,17764564,4091,
Code_Insight,17862330,854,
JBoss_Tools,17870256,5621,
Predictor–corrector_method,17876651,4672,
Shotgun_surgery,17897132,4726,
FOSD_origami,17959462,7876,
Shturmovshchina,18107127,2907,
VX-REXX,18172068,1988,
Clayton_Walnum,18363358,1974,
Australian_Informatics_Olympiad,18471827,7541,
Google_Code_Jam,18542923,9472,
Apple_Worm,18569641,3571,
Self-relocation,18569789,13899,
Domain_(software_engineering),18599119,1015,
UI_data_binding,18644154,2322,
Microwindows,18649840,8853,
Observer_effect_(information_technology),18698650,1877,
Natural-language_programming,18784729,8787,
Instruction_path_length,18839800,4523,
Code_golf,18891728,7441,
Babel_Middleware,18907010,4657,
Computer_cluster,18949896,31398,
Program_animation,19086385,8649,
Ehud_Tenenbaum,19190688,10118,
Android_Developer_Challenge,19194005,8421,
Griffon_(framework),19285693,5566,
Storm_(software),19364808,6387,
Ross_Williams,19387319,3106,
JBoss_Developer_Studio,19387375,9898,
Toy_program,19550534,740,
Gary_Grossman,19569240,931,
Grasshopper_(software),19661918,1063,
Asynchronous_method_invocation,19662248,10241,
Joe_Armstrong_(programming),19663772,4756,
Frame_technology_(software_engineering),19675942,12815,
Kinodynamic_planning,19759995,2142,
Nonzero-rule,19807193,3405,
Sanjiva_Weerawarana,19816093,4794,
Scriptol,19949822,1094,
Zeituni_Onyango,20023735,27938,
MindRover,20063670,1940,
Magic_string,20096370,8667,
Non-structured_programming,20102710,4143,
BASIC_Computer_Games,20191096,5567,
Scott_Knaster,20384173,3992,
Comment_programming,20513631,2541,
Tester_Driven_Development,20541638,789,
Jean-loup_Gailly,20566068,1452,
ActiveReports,20605998,20050,
Linear_syntax,20663371,1459,
Mark_Nottingham,20663859,3718,
Decrease_and_conquer,20831056,104,
Pvts,20953937,1650,
Fast_inverse_square_root,20989916,28445,
Boomerang_(programming_language),21008097,1864,
John_Resig,21051961,8483,
Trap_flag,21145819,4449,
Variadic_template,21191343,13044,
Wang_Yongmin,21335711,4560,
Point_of_delivery_(networking),21487154,1820,
Table_data_gateway,21489968,750,
Row_data_gateway,21490042,529,
Scripting_language,21490336,22673,
Racetrack_problem,21525057,2172,
Impromptu_(programming_environment),21613979,6202,
Falcon_(programming_language),21628757,32710,
Recursion_termination,21682202,2162,
Collaborative_development_environment,21711722,2252,
Streaming_algorithm,21759411,26353,
Fast_path,21772235,2059,
Tyler_Hinman,21835293,7281,
Rob_Pike,21870626,5349,
Constant_interface,21871116,5413,
David_Nelson_(software_developer),21883253,5596,
Hash_consing,21898171,4086,
Hot_spot_(computer_programming),21901229,3709,
Rubber_duck_debugging,21905962,2439,
Symbol_(programming),21968650,10133,
Voodoo_programming,22051732,814,
Process_patterns,22061861,1778,
Maze_solving_algorithm,22074859,17465,
CAMeL-View_TestRig,22236484,4150,
Comparison_of_code_generation_tools,22257141,21112,
Application_programming_interface_key,22336270,1205,
Common_modeling_infrastructure,22346760,3818,
Comparison_of_optical_character_recognition_software,22371791,17861,
Constant_(computer_programming),22410317,20461,
Kirk_Paul_Lafler,22446933,4949,
Simulation_algorithms_for_atomic_DEVS,22509875,4269,
Simulation_algorithms_for_coupled_DEVS,22513037,3506,
Tombstone_diagram,22740733,3062,
ArcObjects,22786215,3143,
Service_locator_pattern,22789539,3210,
HProduct,22945143,1175,
User_Direct_Access_Programming_Library,22988008,773,
Xdebug,23023538,4415,
Zed_Shaw,23045823,6908,
Model–view–viewmodel,23070896,9610,
Database-as-IPC,23170217,1544,
Ptrace,23222029,11669,
Information_hiding,23292380,10644,
Aruna_Kumari_Galla,23323971,4755,
NCover,23455130,1488,
Shortcode_activation_protocol,23512748,1419,
Collective_operation,23515853,979,
Glow_(JavaScript_library),23539904,1825,
Sergey_Aleynikov,23576687,28863,
Proactor_pattern,23596112,2060,
Sardinas–Patterson_algorithm,23632960,9066,
HNews,23737921,1688,
Programming_Languages:_Application_and_Interpretation,23749946,2992,
Roboforge,23793052,4459,
Chain-of-responsibility_pattern,23830136,22169,
Scheduled-task_pattern,23830159,615,
Sequential_algorithm,23868049,1290,
HRecipe,23900507,1049,
MILEPOST_GCC,23939922,4671,
Collective_Tuning_Initiative,23944904,5494,
Visual_FoxPro,23952547,16806,
Search_data_structure,24019691,7908,
"List_of_important_publications_in_concurrent,_parallel,_and_distributed_computing",24096816,7038,
Abstraction_principle_(computer_programming),24107654,7580,
Rational_Team_Concert,24119297,4848,
Hermes_(programming_language),24136948,2929,
SOLID_(object-oriented_design),24233616,5350,
UVa_Online_Judge,24274488,2375,
Shahriar_Manzoor,24289118,3917,
Program_analyzer,24309443,71,
XLeratorDB,24351683,14537,
JavaScriptMVC,24388251,4512,
Synthetic_Programming_(HP-41),24396844,1805,
Report_generator,24399503,1117,
Lisa_Strausfeld,24420747,5608,
SPOJ,24537547,9823,
Prolog_syntax_and_semantics,24537866,14404,
Compressed_data_structure,24757213,3351,
Sstream,24784894,929,
Polymorphic_recursion,24826482,8028,
Interface_segregation_principle,24880495,4895,
Index_of_Android_OS_articles,24904688,2020,
JEF_codepage,24942988,1574,
KEIS,24943406,1420,
OpenWire_(library),24955243,6748,
Debugging,24998792,21596,
Boolean_flag,24999643,1341,
OW2_Orchestra,25020363,1378,
Go_(programming_language),25039021,62967,
Core_Python_Programming,25061839,4753,
American_Graphics_Institute,25103612,5659,
Joe-E,25161339,2792,
Interceptor_pattern,25187922,2825,
Reservoir_sampling,25190127,19183,
Unspecified_behavior,25219731,6156,
Archetype_pattern,25220877,3956,
"If_it_ain't_broke,_don't_fix_it",25271658,175,
Quickly_(software),25395659,1824,
Multiuse_Model_View,25397090,2163,
"Data,_context_and_interaction",25430994,28091,
FarPoint_Spread,25469623,9560,
Jargon_File,25523630,26776,
CEAN,25535873,464,
PSGI,25550151,2684,
DBIx::Class,25579950,845,
Coders_at_work,25673787,6318,
Object_code_optimizer,25715841,4575,
OWBasic,25732355,1483,
Comparison_of_programming_paradigms,25741143,28285,
Pforth,25792484,3605,
Gforth,25795841,2576,
FDR_(software),25840230,4085,
MVC4WPF,25959959,6740,
Fate-sharing,26018955,1395,
Gdbserver,26166520,2867,
Test_double,26300921,5542,
The_Elements_of_Java_Style,26311585,2410,
Existence_detection,26320219,1036,
Composition_over_inheritance,26356139,13818,
Business_domain,26364383,1287,
Discoverability,26400029,24330,
Projax,26413018,592,
Parboiled_(Java),26421908,4235,
Teechart,26469470,14880,
Zinc_Application_Framework,26470511,1144,
TargetLink,26483333,3338,
Type_Tunnel_pattern,26513498,2256,
Chief_programmer_team,26614683,2746,
Plack_(software),26617189,3858,
Crucible_(software),26622997,3099,
Principle_of_least_astonishment,26667808,8424,
Randomized_rounding,26754386,24528,
Manhattan_address_algorithm,26784161,7559,
Pwn2Own,26896058,39749,
Seed_(programming),26929254,5544,
GLGE_(programming_library),26931962,1224,
Actifsource,26986580,2076,
MOOSE_Crossing,27071842,2377,
Slub_(band),27078859,3189,
Psake,27159658,2998,
Common_Programming_Interface_for_Communications,27302843,1622,
Initialization_(programming),27420511,4540,
Object-oriented_programming,27471338,61847,
Canonical_model,27500605,3106,
Justin_Rosenstein,27565282,8293,
Clay_Johnson_(technologist),27591947,5283,
JSGI,27630442,1765,
Browser_speed_test,27644383,9709,
FFTPACK,27708935,1489,
Harry_L._Nelson,27750422,8750,
EPANET,27838362,9812,
EDXL_Sharp,27978385,2220,
Naked_Objects_for_.NET,28037590,1551,
Circuit_breaker_design_pattern,28064151,4069,
Include_directive,28115039,10834,
Mobile_simulator,28157480,1911,
Noah_Glass_(Twitter),28249413,2834,
Bruce_Gilchrist,28301696,10763,
Gerrit_(software),28535391,11172,
TestDox,28667054,1612,
Standard_swap,28716157,810,
AI_Challenge,28745179,3533,
Maveryx,28752672,9426,
Behavioral_Description_Language,28806128,1743,
Intel_Parallel_Building_Blocks,28830660,2237,
In-target_probe,29065548,981,
Pixel_buffer,29130080,1215,
Grist_(computing),29273973,858,
Engineering_Code_Snippets_Project,29324444,3228,
Ceibo_emulator,29469215,1467,
Symbolic_programming,29485855,1579,
Gosu_(programming_language),29539307,7453,
Feature_Selection_Toolbox,29550075,6542,
Persistent_object_store,29628982,1269,
William_Hohri,29740076,7065,
DebugWIRE,29748150,2782,
Reverse_architecture,29769799,1226,
Servant_(design_pattern),29802823,8467,
Hamilton_C_shell,29820733,8976,
GNU_E,30196706,1130,
Precomputation,30208842,5586,
Protocol_Builder,30247192,1303,
Your_PC_Protector,30497111,3017,
Color_Robot_Battle,30729419,2482,
Bidirectional_transformation,30780965,3332,
FastCode,30814500,13273,
Kojo_(learning_environment),30843423,5516,
Source_code_virus,30844531,975,
Index_of_articles_related_to_BlackBerry_OS,30860066,3515,
Programming_interview,30863172,4435,
Card_image,30865955,795,
Nemerle,30883042,16159,
LiveCode,30890362,17072,
List_&_Label,30911092,7432,
String_interpolation,30925309,14461,
Coprocess,31035908,553,
Multi-Agent_Programming_Contest,31068176,6391,
DAvE_(Infineon),31091474,12470,
Line-oriented_programming_language,31177775,892,
OLE_DB_provider,31253629,2616,
JAUS_Tool_Set,31324140,9718,
Monty_Newborn,31359796,2861,
Binary_recompiler,31448815,1488,
Mark_Kriegsman,31502794,9822,
Code_browser,31556481,1488,
Ershov_Number,31577280,2711,
Coccinelle_(software),31592209,2903,
Partition_refinement,31595644,10200,
SpaceChem,31625168,24884,
Functional_logic_programming,31798895,1375,
Relativistic_programming,31865194,1660,
MobileNotifier,31896179,6612,
Charm_(programming_language),31915190,11022,
Common_Compiler_Feedback_Format,32024230,645,
Printf_debugging,32029668,79,
Concordion,32040842,8955,
Advanced_Programming_in_the_Unix_Environment,32103630,5197,
Value_semantics,32115431,2875,
Subroutine,32177451,43123,
TRE_(computing),32279357,6228,
Fabasoft_app.test,32324189,5776,
SIP_(software),32444509,3067,
Characteristic_based_product_configurator,32537475,4292,
Amir_Taaki,32563307,13331,
Indexer_(programming),32602092,2471,
Hindley–Milner_type_system,32612385,41709,
Assembly_(programming),32646739,2275,
Cybil_(programming_language),32669131,805,
Java_technology,32790639,100,
Waffles_(machine_learning),32867182,4541,
Brendan_Gregg,32878714,13915,
Programming_the_Z80,32898439,1805,
Higher_order_message,32944588,3435,
GLOBAL,32989303,1244,
FarCry_CMS,33024236,3884,
Mura_CMS,33024242,2809,
Walther_recursion,33068494,2060,
David_Recordon,33122928,2228,
Feature_toggle,33193592,7972,
Hidden_algebra,33222076,2218,
TestU01,33452004,4818,
Owl_Lisp,33476546,1239,
Notification_service,33478822,2400,
Philasmicos_Entwickler_Studio,33712868,4149,
Integer_literal,33776298,9072,
Joseph_Sgro,33792013,25187,
Flash_memory_emulator,33810267,2343,
Satine_Phoenix,33831942,11808,
Anaphoric_macro,33842863,3813,
Qore_(programming_language),33850384,10601,
Petr_Mitrichev,33851629,10207,
Games_Fleadh,33966914,8258,
Jared_Spool,33998286,7662,
Address_programming_language,34146907,3472,
History_of_computer_clusters,34164583,5843,
Dependently_typed_programming,34321304,182,
Tom_Scott_(entertainer),34397256,19615,
Facebook_Hacker_Cup,34456480,3600,
Competitive_programming,34493264,14591,
FireMonkey,34504206,7705,
Supercomputer_architecture,34609979,37032,
Back-off_pattern,34638276,1373,
Fabasoft_app.ducx,34912111,5276,
Module_pattern,35016502,18476,
Compile_and_go_system,35117434,4324,
Snake_case,35144959,5569,
DHA_Suffa_University,35425686,9935,
RNA22,35457560,7135,
0x10c,35474237,10442,
Mike_Krieger,35507332,4344,
Piece_table,35516996,2891,
Ivan_Kaspersky,35517842,1653,
Retroactive_data_structures,35579271,7733,
GaBi_(software),35603195,829,
Tracing_just-in-time_compilation,35604013,10314,
Emscripten,35614465,5454,
Generalized_distributive_law,35685954,29419,
C2flash,35816209,569,
Fully_qualified_name,36016834,11241,
Bisection_(software_engineering),36033877,2943,
GEORGE_(programming_language),36133392,6989,
McCLIM,36140630,603,
RubyMotion,36164101,4071,
Phase_distinction,36335710,2472,
Code_Club,36475843,5219,
Language_interoperability,36509863,1857,
Codecademy,36548336,11945,
Lucky_Logic,36574831,569,
Concurrent_object-oriented_programming,36670795,1191,
Automatic_mutual_exclusion,36675168,978,
FastTrack_Scripting_Host,36682239,7531,
InstallCore,36707048,7048,
Fluxus_(programming_environment),36787028,2348,
Libzip,36901603,3267,
Matt_Mickiewicz,36931864,4865,
Docblock,36988251,780,
Non-virtual_interface_pattern,36993938,2608,
ConEmu,37003331,5684,
Join-pattern,37160229,55361,
Young_Rewired_State,37161156,5907,
Data_mapper_pattern,37202848,2792,
PFUnit,37262408,2007,
Access_modifiers,37340815,4529,
Run_to_completion_scheduling,37606787,951,
Embedded_style_language,37617853,873,
Musl,37656132,4508,
UnitTestCg,37675114,695,
Google_Code-in,37815054,6660,
Code_cleanup,38010540,4119,
Market_fragmentation,38019728,6456,
Mirror_(programming),38035521,1515,
BAPC,38082219,7241,
EdgeRank,38090349,3791,
Proto.io,38138695,4915,
List_of_software_architecture_styles_and_patterns,38156321,2059,
DaVinci_(software),38183293,3915,
Elixir_(programming_language),38202780,8437,
Data_descriptor,38237049,5158,
Topincs,38261044,4102,
Rapid_PHP_Editor,38335097,1539,
Steve_Litchfield,38478274,4999,
Flowcode,38557302,1301,
Paul_Irish,38577686,5091,
Adevs,38605977,790,
Entity–component–system,38715612,11668,
Joget_Workflow,38788667,2111,
Open_energy_system_models,38803848,152905,
Design-Oriented_Programming,39032561,1707,
Automate_This,39045480,3361,
Order-maintenance_problem,39047079,20976,
Chandy-Misra-Haas_algorithm_resource_model,39093307,5353,
MiniKanren,39116526,3728,
Jolie_(programming_language),39210326,6411,
HCS_clustering_algorithm,39226029,8706,
Treehouse_(company),39244081,10851,
Hash_tree_(persistent_data_structure),39393649,1021,
Driver_scheduling_problem,39456471,3665,
Yoda_conditions,39458532,6838,
Forsythe_(programming_language),39495200,147,
Xojo,39624220,12652,
Flow_chart_language,39690826,5274,
Liveness,39714849,3676,
Multi-stage_programming,39765053,1955,
Predicate_dispatch,39816812,2095,
Umple,39874090,12766,
Tritium_(programming_language),39932131,5564,
List_of_ARM_Cortex-M_development_tools,40001291,18462,
Devex_algorithm,40129720,587,
Benoît_and_the_Mandelbrots,40192939,3400,
Analytical_Performance_Modeling,40258846,1930,
Shuffling_algorithm,40323482,85,
Hybrid_algorithm,40338559,4277,
Algorave,40428751,7556,
Lazarus_Component_Library,40446473,3779,
Free_Pascal_Runtime_Library,40446739,1671,
Free_Component_Library,40446785,1789,
Rendezvous_hashing,40543215,23612,
MIPI_Debug_Architecture,40564233,16866,
TAChart,40568313,1779,
COLT_(software),40592052,4279,
David_Kobia,40798464,1033,
Astrophysics_Source_Code_Library,40848676,6682,
Effective_Java,40860356,98,
The_Linux_Programming_Interface,40874736,5764,
Plotly,40928146,7356,
Pointer_jumping,41026219,5500,
Raghav_Sood,41173005,4579,
Winner-take-all_in_action_selection,41255201,6802,
Integrated_Language_Environment,41270482,506,
Grok_Learning,41293019,3687,
OMPL,41393993,4301,
Code_Hero,41421210,7713,
METIS,41457976,1731,
Reactive_extensions,41467178,5392,
Cypher_Query_Language,41583056,5708,
Code.org,41585692,24013,
Brogrammer,41626302,7914,
Inductive_programming,41644056,24292,
Makers_Academy,41660149,7160,
LFE_(programming_language),41671035,13619,
Mike_Little,41754493,3846,
Kotlin_(programming_language),41819039,17519,
Resource_management_(computing),41836840,24948,
Open_collaboration,41844429,6502,
Algorithmic_program_debugging,41912803,4682,
LaunchCode,41962812,7871,
Mem_(computing),41980813,2195,
Creative_coding,42177488,5232,
Delta_Debugging,42191252,4438,
Lossy_Count_Algorithm,42326508,1122,
Algorithmic_logic,42360188,2899,
Finger_search,42439522,8342,
LA_Hacks,42512854,2975,
Print_debugging,42527934,78,
KiSAO,42563034,3275,
Cameleon_(programming_language),42573172,4494,
Minimal_Working_Example,42742242,1097,
Concurrent_logic_programming,42755423,2523,
Toeplitz_Hash_Algorithm,42835786,1431,
Kleene's_algorithm,42923391,14713,
Swift_(programming_language),42946389,46732,
Swift_(parallel_scripting_language),42946796,5146,
Smart_Pascal,42977534,24226,
"Behavior_tree_(artificial_intelligence,_robotics_and_control)",43097038,12543,
CodeHS,43154124,7888,
Skipper_(computer_software),43306238,5241,
Ftrace,43371510,8480,
Comparison_of_cryptography_libraries,43376076,26618,
Behat_(computer_science),43414398,3754,
FCL-Web,43437914,4379,
Inversion_list,43628014,1398,
Bs_(programming_language),43779466,3169,
Radix_heap,43934410,3617,
SwitchUp,43944449,5595,
List_of_program_transformation_systems,44041923,1054,
Binary_repository_manager,44091727,9328,
Uniform_Function_Call_Syntax,44101540,4942,
C++17,44230614,11100,
Flajolet–Martin_algorithm,44308703,7382,
Lea_Verou,44311143,5250,
IBM_ALP,44311744,1424,
Plumbr,44319226,4256,
Example-centric_programming,44382509,11043,
Design_smell,44413693,5525,
MockServer,44544262,7314,
Petit_Computer,44572603,5661,
Browserify,44832152,955,
Boyer–Moore_majority_vote_algorithm,44847034,6806,
Steve_Punter,44871096,2836,
AVT_Statistical_filtering_algorithm,44995795,4907,
Integrated_Water_Flow_Model_(IWFM),45031327,7299,
Lightbot,45045531,2817,
CodeChef,45059890,7587,
Shared_memory,45081735,10222,
AirPair,45082574,6398,
Software_intelligence,45124802,780,
Infinifactory,45131973,14105,
Domain_reduction_algorithm,45194398,557,
C3D_Toolkit,45286085,16598,
Map_(parallel_pattern),45291758,2375,
Gitter,45340701,7826,
Slicing_Petri_nets,45349329,2287,
Set_intersection_oracle,45378348,3841,
IEEEXtreme,45391608,15595,
Nim_(programming_language),45413679,13483,
Robert_C._Martin,45519268,4655,
Tynker,45530923,3044,
Wiener_connector,45655492,8870,
LINGO_(mathematical_modeling_language),45712630,450,
Jared_Morgenstern,46300734,4981,
Universal_Test_Specification_Language,46397207,6799,
Zen_of_Python,46448252,2696,
Procedural_design,46450132,465,
Data_organization_for_low_power,46491638,6661,
The_Algorithm_Auction,46493377,4538,
HackerRank,46494789,12771,
Operation_Reduction_for_Low_Power,46539008,5299,
Sonic_Pi,46589273,2797,
Alexandra_Cardenas,46590700,6001,
Git-annex,46591309,3391,
Extempore_(software),46600256,3070,
Sibernetic,46689524,550,
Downstream_(software_development),46699529,1018,
Neutral_build,46768483,5753,
TidalCycles,46808694,3295,
Lighthouse_Labs,46827997,6520,
TIS-100,46875661,8651,
Chinese_Whispers_(clustering_method),46877898,4492,
Label_Propagation_Algorithm,46900869,3934,
Xulvi-Brunet_-_Sokolov_algorithm,46900918,3293,
Lancichinetti–Fortunato–Radicchi_benchmark,46902242,4755,
Human_Resource_Machine,46933362,11244,
Zassenhaus_algorithm,46953393,6386,
Dimensions_CM,46986987,3251,
Pyramid_of_doom_(programming),47015889,6787,
Golo_(programming_language),47051765,4482,
Jumble_algorithm,47108875,2531,
Human_performance_modeling,47152350,55043,
ContentBox_Modular_CMS,47196910,3523,
CoderDojo,47211280,9042,
Collaborative_diffusion,47341174,1369,
Execution_pattern,47362450,848,
Lars_Eilebrecht,47449130,7360,
