title,pageid,length
Software_of_unknown_pedigree,22356124,2759
History_of_email_spam,22505558,25241
List_of_3D_computer_graphics_software,22521251,28293
Beyond_Compare,22614255,3780
Jason_(multi-agent_systems_development_platform),22624307,2294
E_(text_editor),22627018,1381
Paramind,22644922,3233
Service_locator_pattern,22789539,3210
Internet/Intranet_Input_Method_Framework,22812354,1037
IPM_(software),22812582,4828
Jeroo,22813224,3283
RQDA,22823597,3670
LIVE555,22845017,2519
MojoPortal,22872078,3408
Comparison_of_continuous_integration_software,22903426,28475
Service-oriented_software_engineering,22947099,3209
HEAT_LANrev,23147102,11244
List_of_software_for_protein_model_error_verification,23240057,1347
Systems_modeling,23277896,9068
List_of_molecular_graphics_systems,23284727,28979
REFIt,23305456,2418
Software_development_process,23407868,26858
List_of_alignment_visualization_software,23453202,19485
LucidDB,23605982,4341
Pre-installed_software,23614718,12982
Oracle_Enterprise_Pack_for_Eclipse,23640622,1936
WindowBase,23641517,2685
OpenCSW,23667387,3130
Xdelta,23687072,2835
List_of_3D_modeling_software,23727861,7337
List_of_icon_software,23798098,186
Criticism_of_Apple_Inc.,23818735,110922
List_of_guitar_tablature_software,23829842,859
Martin_Goetz,23923327,6549
TopoFlight,23970576,7569
HostTracker,23974443,532
List_of_augmented_browsing_software,24077463,5906
Micromort_(software),24116758,886
Comparison_of_iSCSI_targets,24210193,3561
Pep/7,24280503,5820
List_of_web_testing_tools,24281037,3354
Medical_Reality_Markup_Language,24340027,536
System_21,24363618,1173
Oidentd,24446162,2915
Abstraction-Filtration-Comparison_test,24503182,10538
Comparison_of_OLAP_Servers,24523966,24015
List_of_model_checking_tools,24594156,23442
History_of_the_Scheme_programming_language,24701763,15402
Outline_of_software,24775031,10532
Strikeiron,24803860,5546
"Release_early,_release_often",24845611,4841
Mozilla_Raindrop,24859131,2471
Supervisor_Monitoring_Scheduler,24951457,1125
ScicosLab,24967861,2843
Comparison_of_Internet_Relay_Chat_bots,24990691,13421
List_of_Adobe_Flash_software,25025571,2077
SUSE_Studio,25082318,4293
Puma.NET,25091016,1330
Pseudoconversational_transaction,25166327,1832
Studiometry,25193030,1251
WindSim,25232357,1363
List_of_freeware,25250359,26185
Persystent_Software,25279211,4458
Adobe_Story,25382965,1450
Windward_Reports,25392583,104
PrimoPDF,25433524,4530
List_of_single_sign-on_implementations,25446001,8490
List_of_uncertainty_propagation_software,25453138,25173
Google_Japanese_Input,25463443,3192
SkyGrabber,25482873,2123
Comparison_of_system_dynamics_software,25538289,11519
Mint_(software),25555971,1433
Shrutlekhan-Rajbhasha,25567393,1407
TurboPrint,25616444,2230
Symbian,25686223,99908
SparkBuild,25703636,1118
Mobile_dialer,25726963,2498
OWBasic,25732355,1483
Palcrypt,25754964,1718
List_of_spatial_analysis_software,25920920,18030
HEC-1,26007774,1335
IPFaces_mobile_framework,26258350,4037
History_of_Haiku_(operating_system),26266972,9332
YARA,26289898,1858
Story_Engine,26344842,1285
Twig_(database),26381067,756
Shareware_Industry_Awards,26388682,946
TRAVERSE_(software),26506446,2210
Distributed_operating_system,26524575,44040
Comparison_of_data_modeling_tools,26566131,8857
MindMeister,26588943,8535
List_of_2D_animation_software,26844765,3517
IAd,26889714,5928
MATSim,26964342,1597
Persistence_framework,26974503,905
Plymouth_(software),26976765,1828
Matrix_Market_exchange_formats,26998361,706
List_of_terminal_emulators,27063702,5001
Window-Eyes,27123521,2995
Powerdot,27138178,1419
Tech_Talk_PSE,27139391,1088
Comparison_of_object-relational_mapping_software,27142549,4937
Local_Data_Manager,27203975,1422
Comparison_of_help_desk_issue_tracking_software,27270825,2938
XPIDL,27303243,1226
Object_Description_Language,27303376,1368
CompCert,27309180,1878
Comparison_of_file_synchronization_software,27309498,26205
Comparison_of_CRM_systems,27326479,13001
Comparison_of_S.M.A.R.T._tools,27366321,12586
List_of_learning_management_systems,27429537,2767
Shotwell_(software),27490233,4189
Personal_Package_Archive,27508987,227
StormMQ,27590214,2179
Scoreloop,27725975,4349
History_of_natural_language_processing,27837170,11015
SyncEvolution,27837391,2512
LIFER/LADDER,27857167,1101
List_of_server-side_JavaScript_implementations,27926665,11512
Monit,28062150,2842
Starling_(software),28089866,2525
RealXtend,28215071,3315
Slapd,28278571,1700
Gigya,28280440,7090
LiberKey,28323882,2415
Gerrit_(software),28535391,11172
Review_Board,28536157,3181
Sukujutut,28557042,951
PCB_(software),28560173,5423
Quickreport,28674072,620
TouchToolkit,28684534,2107
IEC_62304,28723408,4806
Package_development_process,28742051,4648
List_of_software_package_management_systems,28775637,18764
NotScripts,28807668,4693
Mongrel2,28823817,2749
Nano-threads,28827426,1249
Qwt,28854139,1689
WinCC,28870405,2747
Mathematics_Mechanization_and_Automated_Reasoning_Platform,28948177,3490
SkeedCast,28980199,1820
Oracle_Fusion_Architecture,29078203,3731
Three20,29132672,673
Sonic_Visualiser,29143275,850
Easyrec,29152402,8950
List_of_ray_tracing_software,29157715,5567
Zingaya,29194069,2345
Comparison_of_desktop_publishing_software,29215118,11912
RubySpec,29320012,2950
Oracle_BPA_Suite,29531589,1564
Nokogiri_(software),29572353,2403
Software_distribution,29580127,3430
Sigil_(application),29660380,4895
Amazon.com_controversies,29736990,77218
WordWise,29798577,677
List_of_digital_forensics_tools,29800948,8530
Tivoli_Service_Automation_Manager,29829439,2241
Meld_(software),29830644,3106
Comparison_of_web-based_genealogy_software,29872009,14583
Terminal_Productivity_Executive,29888055,2085
Comparison_of_early_word_processors,29895760,4329
Programmable_Macro_Language,30167214,1813
Open_Computer_Forensics_Architecture,30234488,2135
PrintKey_2000,30269809,2608
List_of_disk_operating_systems,30423710,5434
Opaque_binary_blob,30658899,2531
Simian_(software),30695403,1819
Comparison_of_commercial_GPS_software,30740876,9369
OpenOMR,30746861,1126
Minix-vmd,30862942,1582
Return_code,30873244,2832
System_under_test,30873703,1461
Software_categories,30888839,10457
Orbada,30948577,1719
Nexus_Recycling_Management_System,31016105,1392
List_of_JBoss_software,31081235,46958
Comparison_of_terminal_emulators,31202816,12469
Amiga_music_software,31230857,7189
Amiga_programming_languages,31235619,11700
OLE_DB_provider,31253629,2616
ProCite,31277618,4195
CompuTrac,31325731,1066
Modedit,31330997,2780
Climate_Data_Exchange,31356188,340
Kiwix,31427769,18349
POJI,31507635,422
YULS,31510524,2592
List_of_RAM_drive_software,31546068,17996
Coccinelle_(software),31592209,2903
PieP,31592344,960
Test_&_Performance_Tools_Platform,31598835,2549
Wikibu,31645086,1046
JavaTest_harness,31714178,2937
Analyst's_Notebook,31720766,1564
Knowland_Group,31754683,10410
Graphical_Network_Simulator-3,31817801,2241
OpenSC,31889265,1641
Security_Descriptor_Definition_Language,31892416,714
Thinc,31900187,1980
PDF_Signer,31949841,1789
Comparison_of_defragmentation_software,32027495,7313
List_of_Vocaloid_products,32028466,57990
History_of_RISC_OS,32304306,36985
Orbix_(software),32405510,958
Project_Harmony_(FOSS_group),32421682,3850
Unified_Speech_and_Audio_Coding,32451480,6862
CDF_Player,32488927,4740
Nashorn_(JavaScript_engine),32516496,4960
List_of_Android_launchers,32584509,29466
Saros_(software),32613770,3287
Bundle_(software_distribution),32701071,98
Microsoft_Intune,32711871,6843
Golden_age_of_Spanish_software,32734383,10172
Matheass,32744249,2508
Simplenote,32750614,5442
Open_Interface,32791227,2324
Whitewater_Resource_Editor,32791664,1396
Digital_publication_app,32797909,1921
Tabjuice,32801539,2230
List_of_gene_prediction_software,32845880,7533
Ganeti,32902517,4212
Features_new_to_Windows_8,32918892,108104
Like_button,32953720,7358
Comparison_of_proxifiers,33090825,7682
List_of_RISC_OS_bundled_applications,33216032,8010
ProSama_2010,33407100,1900
Software_construction,33408418,24704
Archon_(software),33605037,4387
Bare_machine,33699676,2799
Comparison_of_network_diagram_software,33743088,8765
JDK_Enhancement_Proposal,33871913,2133
Comparison_of_debuggers,33933523,3219
PRODIGAL_(computer_system),33968044,3725
Anomaly_Detection_at_Multiple_Scales,33968433,4152
XMLmind,33992994,975
Arfa_Software_Technology_Park,34035753,4634
List_of_data-erasing_software,34107136,5858
List_of_biomedical_cybernetics_software,34150484,1386
Brand_page,34215536,8436
MPC-MLQ,34216491,266
The_World_of_Robert_Burns,34225867,2280
Music_Box_(software),34225971,1650
Structural_synthesis_of_programs,34226901,6247
Comparison_of_risk_analysis_Microsoft_Excel_add-ins,34277684,44068
Comparison_of_research_networking_tools_and_research_profiling_systems,34475131,64433
Service_virtualization,34519332,10825
List_of_enterprise_portal_vendors,34623478,4242
Simple_Object_Database_Access,34639679,1012
Killer_feature,34643825,773
Comparison_of_wireless_site_survey_applications,34797992,4614
Programming_languages_used_in_most_popular_websites,34940171,21444
XMDF_(E-book_format),35031650,1512
Comparison_of_survey_software,35169594,7330
Solar_Eclipse_Maestro,35240905,1000
Outline_of_software_development,35246230,6266
Payments_as_a_service,35332340,3527
Salstat,35407894,2057
YS_MegaBasic,35432701,1691
List_of_software_based_on_Kodi_and_XBMC,35442587,60143
Shutterstock_for_iPad,35458451,814
Software_bus,35506284,1248
Pwytter,35517021,2187
YADIFA,35517542,3371
Comparison_of_dental_practice_management_software,35530340,4107
GaBi_(software),35603195,829
Vuforia_Augmented_Reality_SDK,35664666,2841
Rational_DOORS,35705049,3005
Xdvi,35718508,2121
User_profile,35773358,1521
SparkleShare,35810629,2577
List_of_features_removed_in_Windows_8,35878909,18782
TI_StarterWare,35915429,757
Wolfram_SystemModeler,35923851,4988
Popcorn.js,35933939,1461
Scriptish,35945498,2396
MMT_(Eclipse),36078535,1117
Comparison_of_software_saving_Web_pages_for_offline_use,36117689,3726
Criticism_of_Myspace,36120924,35668
Gunicorn,36120930,2655
Ansible_(software),36219037,16511
CA-7_(software),36245928,2122
Maltego,36250088,3554
List_of_music_visualization_software,36294856,139
Open-source_brand,36439495,1830
CmapTools,36484676,4469
List_of_charting_software,36554534,3571
HOBBIES_(electromagnetic_solver),36561481,1826
DLLM_.NET_Framework,36628840,435
Mac_Blu-ray_Player,36645296,3433
Comparison_of_distributed_file_systems,36645652,5977
Socket.IO,36658966,4144
TLS_termination_proxy,36775648,3291
ShredIt,36903450,3854
List_of_file_copying_software,36924957,7519
Runtime_error_detection,37154652,1672
Out_of_the_box_(feature),37196530,2246
Mobile_backend_as_a_service,37198036,9506
COBie,37264560,3209
Redshift_(software),37275667,5276
List_of_augmented_reality_software,37316671,18856
PocketVNC,37364398,1072
Vizastar,37410600,3978
Elicitus,37523451,4068
Light_Table_(software),37564140,5267
List_of_features_removed_in_Windows_XP,37570780,24058
List_of_LIMS_software_packages,37572635,2026
List_of_MorphOS_bundled_applications,37572955,2234
PEBL_(software),37583102,4532
ORCA_(computer_system),37597038,25806
Project_Narwhal,37615676,2117
List_of_smart_TV_platforms_and_middleware_software,37630506,18148
Logical_Decisions,37685268,2126
Hiview3,37685296,2341
Thoughts_on_Flash,37710225,13425
Project_Wonder,37721531,1986
Comparison_of_Start_menu_replacements_for_Windows_8,37833044,17252
Pinger,37838876,3183
WIRIS,37842037,2672
UDP_Unicorn,37876784,1345
Gyan_Reader,37917989,1056
Comparison_of_software_and_protocols_for_distributed_social_networking,38012526,36525
Project_Houdini,38026622,2167
OCUnit,38066053,449
TradeCard,38134506,7819
List_of_information_retrieval_libraries,38156944,689
Speedlock,38175840,2619
VNC_Pocket_Pro,38198377,516
Highlight_(application),38210822,2683
Stylus_(stylesheet_language),38256010,4519
Microcosm_(hypermedia_system),38289494,1140
Squeezelite,38356659,2607
ISSRE,38371701,927
Post_open_source,38375190,2933
List_of_RNA-Seq_bioinformatics_tools,38437140,165474
List_of_computer-assisted_organic_synthesis_software,38563279,3532
Mixed_criticality,38571997,5427
ThreadSafe,38585524,5944
Theme_Park_Studio,38639379,4605
Specto,38647860,1651
Login_VSI,38718692,2355
Zitrr_Camera,38720643,3819
COCOA_(digital_humanities),38753450,4602
Pandas_(software),38833779,4040
My_Cam,38856166,1190
LibertyEiffel,38899669,2470
PowerCLI,38922926,887
List_of_video_transcoding_software,38930963,1528
Scribe_(software),38937775,473
Comparison_of_JavaScript_charting_frameworks,39010213,47726
Pitch_Gauge,39053545,2779
Quartz_(scheduler),39195555,756
List_of_Bioacoustics_Software,39227870,8648
Rapid_control_prototyping,39413611,785
Nokia_Asha_platform,39419809,9361
WireframeSketcher,39443602,3415
WideAngle,39521761,2526
List_of_open-source_software_for_mathematics,39563465,14048
Comparison_of_Mobile_CRM_systems,39588676,5682
Comparison_of_archive_repair_programs,39727762,1918
Avanon,39877543,1982
System_Manager_(HP_LX),39986224,1424
List_of_ARM_Cortex-M_development_tools,40001291,18462
Raaga.com,40003524,4346
LIBSVM,40008429,3621
Apache_Flume,40023747,1446
SynthFont,40087120,1647
Software_map,40100778,13055
Comparison_of_embroidery_software,40103226,25760
Inky_(email_client),40170004,3961
CrowdOptic,40181710,18270
Revizto,40194776,2877
LIBPATH,40270783,587
Maponics,40303277,2871
TRACE_(computer_program),40358669,1491
Kevoree,40361280,2993
Graphite_(software),40389425,2149
Codelobster,40391838,3493
X-Ray_(Amazon_Kindle),40468411,2584
History_of_software,40601008,34229
MagicPlot,40626844,1662
Deliberatorium,40628358,4467
Gentrigo,40652269,930
Google_Web_Designer,40670894,2768
Sustainable_Water_and_Innovative_Irrigation_Management,40731496,5248
List_of_failed_and_overbudget_custom_software_projects,40812533,17131
Contrail_(software),40819814,6386
Automated_Customer_Account_Transfer_Service,40861102,1014
Bhyve,40966475,2451
YAML_(framework),40966632,1255
Comparison_of_EM_simulation_software,41015495,4056
Prosa_Structured_Analysis_Tool,41029603,3187
Logging_as_a_service,41067510,1984
IObit_Uninstaller,41078117,1761
Oloneo_PhotoEngine,41208981,3762
CAI_Format,41266797,1348
Libramatic,41304482,1923
Kwikdesk,41329400,1920
KryoFlux,41340805,3153
Node_stream,41379508,1562
Tamil_input_methods,41482172,763
PAS754,41547608,2074
List_of_3D_rendering_software,41611908,6930
Zinc_(company),41635197,4459
Reptile_(software),41684108,1551
PriEsT,41713270,2750
ExtendScript,41724462,1354
MiniPanzer_and_MegaPanzer,41742144,3924
Apple_Configurator,41884042,1720
Adobe_Marketing_Cloud,41952259,9392
Velocify,41972949,7179
List_of_text_mining_software,41996200,11170
List_of_cosmological_computation_software,42017954,12624
Intelligent_Decision_System,42035187,2256
Streamus,42041880,3075
List_of_3D_animation_software,42058184,2737
Concurrent_testing,42110287,1666
System_Information_(Windows),42200192,620
List_of_password_managers,42382654,9405
List_of_in-memory_databases,42447955,17842
Apache_Karaf,42473191,2619
List_of_column-oriented_DBMSes,42500102,2057
Software_diagnosis,42505492,6045
DeCSS_haiku,42513922,5730
Cameleon_(programming_language),42573172,4494
RaySupreme,42627198,2019
HTTP_Switchboard,42763614,2843
Software_rejuvenation,42764589,2027
Dog_Land,42810092,1368
PL/SQL_Developer,42904384,4615
Megido_(Free_Pascal),42934528,2966
Mixlr,42991815,1217
OCP_Art_Studio,43004026,3570
Shumway_(software),43045978,5908
Rudder_(software),43216765,5320
List_of_music_trackers,43259416,124
List_of_BPMN_2.0_engines,43305615,19118
PLINK_(genetic_tool-set),43325101,2116
Paintbox_(software),43439578,1369
VU-3D,43444870,1895
Papervision3D,43472157,5068
Wayfinding_software,43523586,445
Infrascale,43657604,5382
GetYou,43662314,3697
Disconnect_Mobile,43744849,4610
IPhone_OS_1,43752171,3947
Kalles_Fraktaler,43763710,818
WinX_DVD_Ripper_Platinum,43778180,1717
Defect_criticality,43793768,2111
Guiffy_SureMerge,43795889,4671
Comparison_of_DVD_ripper_software,43827844,13826
Visual_Logic,43882820,1657
Bvckup_2,43892470,3138
OpenSaaS,43907718,2760
MINOS_(optimization_software),43926788,4718
Hackpad,43964977,1586
PowaTag,43986330,5254
Ocarina_(app),44006607,2340
SABDA,44023575,2820
Comparison_of_online_source_code_playgrounds,44086347,7512
Binary_repository_manager,44091727,9328
List_of_SDN_controller_software,44126606,2054
User_onboarding,44191380,2498
Textadept,44194696,3778
NIAONiao_Virtual_Singer,44286188,2235
Shaala_Darpan,44311066,1258
Chaos_Monkey,44354728,11154
List_of_applications_using_PKCS_11,44370146,3134
Sinsy,44377663,3667
Example-centric_programming,44382509,11043
List_of_arbitrary-precision_arithmetic_software,44390320,13949
Jeevan_Pramaan,44404283,2858
Google_Camera,44424763,1760
AnTuTu,44476643,4431
Parsec_(parser),44477327,2330
Alt-Ergo,44497825,2815
Dubsmash,44542778,3558
Spotsetter,44572731,1891
List_of_NetBeans-based_software,44607623,28736
OpenUI5,44617641,5229
DoubleDOS,44699805,1966
REFInd,44703551,2536
Custom_Recovery,44720476,497
Odin_(firmware_flashing_software),44720541,2680
Day_One_(app),44764744,3980
OpenFL,44810381,10669
Microsoft_Download_Manager,44825779,2862
In-house_software,44929284,618
Controversies_surrounding_Grand_Theft_Auto_V,45056127,28680
Compello,45114425,3591
List_of_PlayStation_applications,45206556,30623
List_of_OpenCL_applications,45252803,22975
High_availability_software,45297613,11641
Facebook_like_button,45394372,32627
Photo_Ninja,45401785,1264
Corel_AfterShot_Pro,45409853,2980
Silkypix_Developer_Studio,45413339,1055
OpenTK,45421704,1226
Comparison_of_anti-plagiarism_software,45467655,1949
Iridient_Developer,45582039,2078
Spock_(testing_framework),45643075,1755
VkTrace,45688198,2101
UniKey_(software),46266195,4439
Conda_(package_manager),46315592,6166
UberFacts,46352055,4631
SPFlite,46357528,1453
GOMVPN,46363680,894
List_of_structural_engineering_software,46363699,23573
Hamburger_button,46371115,4414
Language_workbench,46406824,2619
Windows_Hello,46420813,2156
List_of_functional_connectivity_software,46504085,10341
CamFind,46537198,2707
Comparison_of_IDE_choices_for_Haxe_programmers,46617333,11193
Faceware_Technologies,46621887,22220
List_of_debuggers,46638778,5263
Nox_(platform),46694557,1552
EMMS,46705098,3452
Cyber-arms_industry,46707887,7992
Classic_Mac_OS,46728817,57168
List_of_music_software,46781122,19165
Features_new_to_Windows_10,46783045,55539
CoolaData,46864898,4883
Potentially_unwanted_program,46885514,19138
Geekbench,46893987,3860
Comparison_of_Material_Design_implementations,46901282,21138
HORTON_(software),46933297,2259
UXR,47003158,1420
Pyrus_(software),47003860,2679
Fan-out_(software),47019829,1325
DxO_PhotoLab,47021674,1949
Comparison_of_programming_languages_(functional_programming),47143780,1778
Enterprise_legal_management,47238886,16724
SQLite_Workbench,47245466,562
Apache_Brooklyn,47275266,2350
Electronic_AppWrapper,47327601,9286
Comparison_of_Scrum_software,47399847,4751
Kibana,47485709,2414
GIWS_(software),47507984,2224
Wilma_(software),47559547,5011
Utgard_(software),47611808,1425
Unipept,47612960,3352
Mothur,47790450,1314
ZeroNet,47795787,6028
Glucosio,47845489,2889
Canopy_Innovations,47883605,1183
Laplink,47931716,996
Comparison_of_nuclear_magnetic_resonance_software,47938584,2413
Peeple_(mobile_application),48033246,4281
Typeeto,48080855,3910
Computerized_Approach_to_Residential_Land_Analysis_(CARLA),48171644,6845
List_of_RTMP_software,48382425,3054
Wintertree,48447324,1139
XcodeGhost,48467799,16401
TINA_(software),48474378,565
List_of_databases_using_MVCC,48476573,8445
Snappy_(package_manager),48483774,6729
DBMaestro,48507357,4737
Kuma_(software),48552831,2018
Learning_relationship_management,48567843,2653
List_of_log-structured_file_systems,48628750,5006
List_of_mailing_list_software,48656262,4119
Saber_(software),48681013,1175
VarageSale,48682894,4977
RMG_(program),48702477,2248
Kamcord,48730870,5824
Crouton_(computing),48738733,1763
Samepage,48756333,5228
Spinal_Cord_Toolbox,48854642,3512
Postbox_(email_client),48854742,3973
Airmail_(email_client),48859235,2831
Writer2epub,48863134,3369
Microfit,48876208,921
List_of_PBKDF2_implementations,48882494,8890
Automatic_bug_fixing,48892446,25059
Bidji,48923021,1123
Flatpak,48993591,6927
ISPIRT,49063843,916
Halon_(software),49068165,4805
Zen_2,49069187,2830
Scrambl3,49132946,1020
Thonny,49158253,2891
Continuous_Function_Chart,49204581,847
Webpack,49220965,2509
Garmin_BaseCamp,49237509,1431
Software_durability,49250015,1442
LaLaVoice,49323560,2743
IVUE,49346508,1278
Encina_(software),49413109,711
Software_trustworthiness,49424078,549
Human_Trust_for_Serviceability,49424429,670
List_of_cluster_management_software,49458571,1386
Utatane_Piko,49619687,1838
Embedded_Visual_Basic,49644494,3515
Hierarchical_software_models,49755421,641
Software_architectural_style,49755666,634
Vocaloid_Editor_for_Cubase,49760398,3782
Tone_Rion,49796608,3114
Sachiko_(software),49804725,1879
GMusicBrowser,49823449,1246
Xor_DDoS,49834008,2658
XPLM_Publisher,49889235,1699
List_of_ELN_software_packages,49921380,9431
Site_reliability_engineering,49946142,3836
MVAPICH,49975294,1827
Move_(software),49998466,1504
McAfee_Change_Control,50003852,1032
Privacy_platform,50005025,339
Element_v2,50034902,728
Shedun,50084266,18708
Buck_(software),50129389,1490
Menthor_Editor,50154587,6006
MicroPython,50278739,6282
List_of_.NET_libraries_and_frameworks,50286142,34778
GraphQL,50353761,2445
Clock_Software,50421011,7975
List_of_haplotype_estimation_and_genotype_imputation_software,50490019,1545
History_of_the_Portable_Document_Format_(PDF),50501246,31144
Citadel_(malware),50501861,859
Comparison_of_split_testing_tools,50507302,3102
Kitura,50534521,1565
Rolling_release,50606558,2130
Zettabox,50695413,1801
WinOps,50734361,5648
Usher_(software),50737318,2780
Vertex_painting,50788234,829
FreeOTP,50788273,1054
Xerte,50807791,1617
Conference_app,50810465,1427
Apache_NiFi,50818838,5832
E-aksharayan,50854680,2768
Ionize_(CMS),50871263,1047
Ikee,50934497,2739
GingerMaster,50948826,1924
List_of_genetic_engineering_software,51010708,3739
FUEL_Project,51087129,3130
Information_oriented_software_development,51114899,1742
Field-Map,51162556,1186
MIDACO,51309216,2465
List_of_/well-known_services_offered_by_webservers,51317935,6768
Patchwork_(software),51348390,3500
List_of_big_data_companies,51354460,2706
Copyfish,51361926,2802
Object_point,51395548,1418
WinX_MediaTrans,51398231,2118
KFRlib,51406524,2728
EFiction,51447837,1319
List_of_commercial_tools_for_logic_synthesis,51505238,123
ABC_Software_Metric,51512079,11326
JAmodel,51578259,778
Mass-assignment_protection,51609856,6350
Software_monetization,51665202,10055
List_of_web_annotation_systems,51683453,120
Sobrr,51703926,4575
Volume_cartography,51705875,3446
NATO_Software_Engineering_Conferences,51726020,1292
Toolbox_(software),51790666,2031
Stanza_(computing),51846059,2767
Software_development_security,51911151,6574
Active_updating,51995554,1730
Perl_Programming_Documentation,52011678,1957
Agile_Architecture,52040048,3483
CloudForms,52041870,1056
PATENTEM,52048578,4799
JShell,52158475,3026
Quantum_(Mozilla),52189666,6411
IBM_SystemT,52252390,2392
MediathekView,52307946,4069
Lucida_(intelligent_assistant),52396698,1577
Swarm_robotic_platforms,52467144,12805
List_of_GRC_Software,52583141,2882
TOML,52605737,2916
List_of_Nginx–MySQL–PHP_packages,52634803,1143
CI/CD,52692958,765
Leon_(software),52731714,1949
PSeInt,52756947,804
AlexNet,52801963,1288
Saturn_(software),52825954,243
Coderity,52836639,1643
Pix4D,52900018,3757
Low-code_development_platforms,52977719,8763
Backup_and_Disaster_Recovery_appliance,52984880,1051
CAN_FD,52986378,5087
List_of_manual_image_annotation_tools,52992700,7851
Terraform_(software),53043861,2719
Plant_Information_Management_System,53108519,1853
OCR_in_Indian_languages,53124805,2491
Total_Software_Deployment,53134091,3550
COLREG_Tutor,53158313,1762
RedMonk,53180451,3678
Brownout_(software_engineering),53231843,4560
India_Stack,53250430,6818
PLAXIS,53415137,1736
Yalu_(iOS),53465937,2772
Workflow_(app),53593107,2181
PDF_Expert_(software),53611493,1653
ShEx,53655818,1156
Tricentis_Tosca,53716099,4554
MapmyIndia,53829799,3100
Zen+,53845824,3268
Bonobo_(GNOME),53979480,2215
PyTorch,54022970,4592
Software_as_a_Product,54066377,1685
AMD_Optimizing_C/C++_Compiler,54086618,2061
Read_the_Docs,54208201,2683
List_of_GNU_Core_Utilities_commands,54268697,9759
Comparison_of_ASN.1_tools,54293227,5102
FaceApp,54294875,6518
Communication_in_Distributed_Software_Development,54305815,29453
Software_safety_classification,54309575,1197
Ninja_(build_system),54312048,2839
Casync,54360025,3662
Facebook_Stories,54369532,8322
QuiteRSS,54437422,1914
Citymapper,54638237,2872
Flutter_(software),54699721,4319
Face_of_the_Future,54834388,3331
Setapp,54844744,8688
Touch-type_Read_and_Spell,54992495,3419
GO64,55158182,2091
OpenVDB,55258722,2006
Episode_(app),55302613,1519
Microsoft_Office_2019,55351413,3795
SaferVPN,55440919,7072
List_of_outliners,55519445,97
International_Ideographs_Core,55529178,1435
Ghana_Post_GPS,55668953,609
3D_Repo,55675206,19424
Haptik,55726033,12990
Keycloak,55745125,1789
OpenTimestamps,55780428,3159
List_of_virtual_assistant_software,55782151,135
Breakup_Notifier,55989914,3901
Business_process_outsourcing_in_China,55993644,4031
List_of_translation_software,56083022,2104
Comparison_of_project_risk_analysis_software,56087556,11097
Coda.io,56097330,1602
GNOME_Recipes,56123163,1497
Texture_(app),56127579,3343
COMPAS_(software),56193369,1231
AndCards,56237634,3097
.NET_strategy,56275232,3725
OpenPDF,56276791,921
Octagon_Systems,56283993,5703
List_of_personal_finance_software,56312951,3133
Flick_(time),56389209,1629
Research_software_engineering,56458866,2826
Turbo_Launcher,56505473,3525
TOIlet,56518759,463
